text,date,h_date
"Ich ging in ein archäologisches dorf, welches einer vertieften strasse entlang ging, und verschiedene Gebäude aus holz aufwies.  Das holz war lärche, so gut konserviert dass es wie gestern gebau aussah. Ich hielt verschiedene artefakte in der hand und diskutierte mit jemandem darüber
Das ganze war auf einer buchtigen insel, wo ich mit einem schiff hinging. Marco galli war auch da und fuhr ein Motorrad welches riesig war, etwa 3 mal so gross wie er selbst. Es war ein easy rider motorrad. Er kam damit bei einer Hütte in der Nähe an, und drehte eine ehrenkurve.
",1362235560000,2013-03-02 14:46:00
"Ich war im kah be hostel, es war aber viel grösser als das echte und auch an einem andern ort in einem anderen land.
Es war an einen hoger angebaut.
Innen hatte es mehrere dorms, aber die waren relativ klein, der grösste raum, wie eine kleine Turnhalle,  war für party zwecke eingerichtet. Es gab pingpong tische und musikanlage. Ich wollte diesen raum umbauen und mehrere privatzimmer einrichten, christina aber wollte das nicht. Ich ging hinten raus, wo man eine schmale gasse hinaufkonnte, und dann sah man in den 2en stock des hauses, das hostel war aber nur im parterre.
Ich sass nieder,  und plötzlich hörte ich musik, Gitarre oder so, und drehte mich und sah mehrere riesige gitarren oder cellos, in einem unterstand, sie hatten 4 seiten, und der Körper war aus hellem holz, sehr rudimentär gearbeitet, aber hochglanz lackiert.  Ich spielte kurz darauf, um die musik zu begleiten.  Dann ging ich der musik nach, und sah dass ein Älterer mann hinter einem fenster sie spielte, er sah aus wie der musiker vom billighostel in cancun, der auch schon in der schweiz gespielt hatte. Ich lächelte ihm zu und pfiff mit der Musik mit. Ich lehnte mich mit dem rücken an das fenster und betrachtete die Märchen hafte landschaft weiter weg, mehrere seen un flusse und grüne Hügel. 
Ich lächelte dem mann zu, um zu verstehen zu geben, dass ich sein spielen und dasitzen verstand. Dann aber drehten sie unten die musik auf, und man horte seine Musik nicht mehr, ich wollte mit der unterlippe schmollen, es ging aber nicht weil sie trocken war, er verstand es aber trotzdem, er konnte es auch nicht verstehen wie man immer nur party machen konnte. Er gab dies mit einem knappen verziehen der lippen, lächeln ähnlich,  zu verstehen.
Ich ging runter, den gleichen weg wie ich raufgekommen war,  und sah im Treppen haus des hauses wie eine frau den mann rief, sie war vorhin im hostel gewesen, hatte nun aber bei ihm eine Zeitlang gewohnt. Ich wollte ihn auch kennelernen, um zu lernen die musik zu spielen und die Gitarren interessierten mich sehr. Sie gaben einen sehr hellen und hohen klang von sich, als ob die Körper nich hohl waren. Im hostel lief ich nochmal einer frau über den weg.
",1362342840000,2013-03-03 20:34:00
"Ich arbeitete beim wäger, er führte gerade ein langes telefonat in seinem Büro,  es klang ziemlich aufgeregt.
Ich sollte viel Verantwortung bekommen.
Dann fuhr ich mit Daniel huber am steuer eines motorrads eine kurvige Strasse entlang, wir waren zu dritt. Ich hing weiten hinten raus, damit er besser in die kurven liegen konnte. Er fragte mich ob ich das extra mache, und ich erklärte es ihm. Bei einer linkshaarnadelkurve hileten wir, und er wollte ein alter mann der den hoger raufkam und beeren sammelte, was sie hier alles von Hand machen würden.  Es interessierte ihn schon lange, und meinte nun frage ich den da.
Dann bereitete ich mich kit j un maier claudio auf ein Ausgang vor, ich musste kir einen minirock überstreifen,  einen schwarzen elastischen, und hatte meine mühe damit es gut aussehn zu lassen.  Wir spritzen uns LSD in die unterwaden, es entspannte uns sehr, denn der stoff war gut.
Ich hatte mit j noch 700 geld gewonnen,  und musste es nun abholen gehen. Es war das erste mal dass Ich was gewonnen hatte.",1362454740000,2013-03-05 03:39:00
"War in einer grosse hohen halle, wo an der decke hängematten befestigt waren die bis an den boden kamen. Ich lag in einer und spielte mit einem von 3 affen, die in ihren käfigen waren. Ich gab ihnen eine art gib mir 5.
Die affen waren besonders, denn sie waren als Ärzte trainiert, sie konnten alles was ein Arzt diagnostizieren kann auch.
Sie waren so intelligent das der affe ziemlich schnell keine gib mir 5 mehr gab, weil es zu langweilig fur ihn war. Sie sollten später im jungel in Venezuela eingesetzt werden als Tierärzte. 
Ich lag in der hängematte und drehte mich um die schnur auf un ab zu wickeln. Danach war ich total durchgenudelt, und als ich aufstand konnte ich kaum stehen, und christina machte ein photo mit einem herkommlichen apparat, dann warf sie ihn jemandem zu, der ihn aber nicht ahfing, er ging aber nicht kapputt.
Dann verabachiedete ich mich von jemandem, einer frau die aussah wie krissy, wir hatten die ganze nacht diskutiert. Ich schaute sie im Internet nach, und sah ein Photo von ihr, rothaarig, kan konnte sie folgen oder liken. Dann ging ich eine seite weiter und vergass den nahmen, gleichzeitig wuch ich auf. Ich konnte aber in den traum zurück während dem erinnern und die internetseite mit dem zurück pfeil wieder aufrufen,  und sah den namen, qenga.
Im selbenntraum musste ich in eienm mehrstöckigen haus, in dessen oberstennzimmer musste ich Türen einbauen. 
Der oberste raum war die nummer 6, der mittlere die 5, der unterste die 4.
Ich fragte wo die turen hinkämen,  und die person sagte sie nummerierten die zimmer von oben nach unten, also müsse ich die Tür zwischen dem obersten und 2en Zimmer einbauen, oder ähnlich. 
Im traum und in real scheinte die sonne.",1362505200000,2013-03-05 17:40:00
"Wqr an einem krieg beteiligt und wurde verletzt. Ich hatte eine schusswunde am oberschenkel.
Es war inneinem tal, wir fuhren mit einem jeep dorthin, oder da raus. Mehrere leute waren da.",1362509520000,2013-03-05 18:52:00
"Ich war immgartenvom kahbe, da wo die palmen wachsen, und jemand, eine frau kam ""nach hause"" sie sahus wie bego, aber hatte den chafakter von cat, und sprach schweizerdeutsch. Sie hatte ein weitgeschnjttenes oberteil an und so wenig brüste dass die leute ihn zu ihr sagten.
Ich befürchtete dass ich streit mit ihr bekommen würde. 
Dann wuch ich auf u d schlief wieder ein, und sah westons songs im internet, mit untertitel. Und dann war ich in einem art studio, wo weston , mit dem rücken mir zugekehrt, einem Kopfhörer auf, gitarre spielen und singen, weiter rechts, auf einer coach, sang krisy mit. Iv sah auf dem pc bildschirm die songs und die untertitel Funktion,  als webung oder so. Wir gingen dann nach draussen in den garten, wo wir alle wieder niedersassen,  am gleichen ort wie vorhin, die frau die heimkam rechts von mir, vor mir eine andere, links von mir cat, die sich aufdringlich mit. Dem rücken zu mir vor mich setzte, weiter links j, diefrau die gekommen war haute mir von unten auf denarsh, und ich wurde stinksauer und putzte khr die meinung runter, daraufhin stand sie auf und lief weiter links, zur mauer. Alle fragten, ob der den. Spinne, ich hatte schweizerdeutsch gesprochen, aber sie antwortete auch auf schweizerdeutsch.  Irgendwie war es harmonisch ausser ihrer Präsenz.  Es war sonnig.",1362595920000,2013-03-06 18:52:00
"Ich arbeitete in einem hotel oder restaurant mit zimmern, und musste die zimmer herrichten. Ausnahmsweise schaute ich während des herrichtens ein buch an, oder schlief ein, und die angestellten riefen den chef, vermutlich david uribe. Dieser schiss mich zusammen,  und ich wehrte mich. Es nutzte aber alles nichts, ich hatte in seinen augen versagt. Ich meinte, die anderen Arbeiten viel schlimmer,  nun erwische er mich einmal, und schon müsse ich gehen? Ich überschritt bewusst eine imaginäre kreuzung, wie eine Grenze.  Ich drehte durch, und von ausserhalb des Gebäudes lärmte ich durch die fenster hinein. die Gäste hatten angst. Ich war auf einer langen geraden strasse, ähnlich wie bei marlene in italien. Diese ging ich dann entlang mit einem anderen, wir flüchteten vor dem chef oder so.
Wir schauten in ein spezielles Telefon oder computer Terminal, welches die surf Sicherheit im Gebiet anzeigte,  und jemand fragte mich ob es sicher genug sei, und auf meine negative antwort hin liess er es sein, ich aber surfte, es zeigte risiko kleiner als 1 oder 10 für die nordegyptische region an. Dies anhand von grünen dünnen linien, die die telefon linie anzeigten. Die suchmaschine war eine sich immerdar, in echtzeit bewegende kugelartige mitte, welche grösser oder kleiner werden konnte, und mehrere flexible einbuchtungen hatte. In meinem spez. Fall stellte sie den begriff rohre dar, und an ihr befestsigt waren andere dieser kugelförmige dinge, die eine für lastwagen, die andere für lieferort und hesteller. Die rohre waren der verbindende link zwischen dem lastwagen den ich brauchte um an einen ort zu gelangen. Ich war nämlich ans ende meines fluchtweges gelangt, jemand hatte uns ein fahrzeug geliehen, und an einer Kreuzung wo es nacher gerade über den hoger ging, musste ich diess fahrzeug abgeben und brauchte natürlich ein neues. Es war wie eine 2e imaginäre grenze.
Die Kugel von der suchmaschine wurde immer grösser und kleiner, bekam mehrere oder weniger einbuchtungen, je nach suchdaten volumen und verbindungslinks, alles war in echtzeit. Die mittel kugel war wie eine bandscheibe zwischen den wirbeln. Mann konnte sie drehen und wenn man die anderen kugeln angeklickt hätte,  wären diese zum verbindungslink geworden. Wenn man nach einem begriff suchte, erschienen auf der ganzen welkarte diese bandscheiben mit zugehörigen kugeln, je nach suchdaten volumen, und man konnte am gewünschten ort einklinken. Die netzsicherheit wurde automatsich in echtzeit ergänzt. Die weltkarte zeigte ständig die verbindungslinks mit dem grössten verkehr an.
Dies war www 2.0 es zeigte optional auch die linien an von den suchern, vom suchort zum suchbegriff, und so weiter. ",1362685800000,2013-03-07 19:50:00
"Viele sachen geträumt aber nie aufgeschrieben. Unter anderem dass ich augrund einer kleinen statuette die ich auf einer reise mit weston und krissy gefunden hatte tätowierte ich mir sie linke gesichtshälfte rot. Die leute bereuten es und sagten , aber nein dein schönes gesicht und so. Ich bereute es und dachte 7ch müsse es weglasern. Ich wuch auf und meinte immer noch ich sei tätowiert.  Ich befühlte mein Gesicht und merkte dass ich nicht tätowiert war. Ich war sehr glücklich.  Interessant ist wie wir wie hangenbleiben3im traum, wenn wirm, aufwachen. Wir realisieren dann plotzlich dass es ein traum war.",1366947060000,2013-04-26 03:31:00
"War mit j in columbien angekommen, das aber bei nicaragua lag. Ich wargeflogen. Sie musste nun zuruck2nach mexiko. Ich ging in ein wald, wo an einem anderen flussufer indianer mit den hunden waren, von denen ich schon gehort hatte. Sie seien gefahrlich, aber sie waren exterm intelligent. Sie waren wie aafeeen mit Löwen form. Sie konnten schrauben, mit spinnhuppeln hauser bauen etc. Ich wollte eienen um zunlaufen. Sie erschienen mir freundlich aber schreckhaft. Es waren ein schweizer Pärchen dabei, die bauten ei riesenjoint.",1367011500000,2013-04-26 21:25:00
"Hatte mit j. Sex, und kam nicht. Irgendwann war sie fetig, ich aber war noch nirgends. Ich wollte noch mehr.",1367631240000,2013-05-04 01:34:00
"Ich musste was putzen, bei esther un carlo, eine dicke schicht weisse melasse oder leim gummi artige weisse substanz, ca. 1.5 cm dick. Ich schabte es weg. Ich dachte im traum, dass carlo und esther fragen würden ob ich auch gut gepuzt hätte.  Ich dachte das so wie in einem selbstgespräch während dem tag.",1367631240000,2013-05-04 01:34:00
"Ich wartete auf ein schiff, mit j.
Ich hatte angst wir hätten es verpasst, dann kam es aber doch joch. Es lam aber nicht auf dem Wasser, sondern eine Strasse entlang
",1367724660000,2013-05-05 03:31:00
"Domiza hatte ein gerüst aufgebaut, aber sehr schlecht, oben rutschteces hin und her, etwa ei meter.
Ich konnte mich an einer art klampe am gebäude hal4en.
Ich woll5e ihn anzeigen, aber nicht gleifh die polizei hohlen. Es gab aber nur diese eine möglixhkeit.
Ich sprach mit meinem chef darüber. Ob es eine andere instituzion gäbe, die ihn nur verwarnen würde.",1367811060000,2013-05-06 03:31:00
"Stadt, türen, gänge, eine frau, falschgeld?",1367818560000,2013-05-06 05:36:00
"Mät holte neuer töffli. Otor bei dtirbimann. Er fragte auch nacg mahagony boot.
Sie durften jeweils beieinabder duschen. Stirnimann bereitete etwas virm yogurt oder so, mit kartoffel puree.
Ich prob. Davon
Wir waren auch in auto unterwegs, ich in ejnem, mit esther oder so, in aberem auto eine junge frau. Diese kam um bei uns musik ahszuwahlen. Ich musste auf einer art muschel spielen, aber drr ton war nicnt so schön, zu scherbelig.
Wir waren gestartet bei einem lastwagen der der fahrer stress hatte und etwass suchte.
Ich spielte an einer felswand, und zeichnete mit jemandem eine szene aus eknem krieg oder so nach, wo auf verschiedne felsvorsprüngen so, daten daherliefen.
Mord serie geplant kder organisiert. Ging 8zu einem konzert, auf dem weg wurde ich angefickt, icj killte 2 fette frauen und mehrere manner, dann flucht mit etwas wie chris, aber nackt. Es war eine ferneseserie.wir gingen durch ejn timmel, wo ich als mish dann der bekannte satz gehen liss, das sind ja alles locher, ich redete auch noch mit frauen uber der a, koloh uns die svp
",1367926380000,2013-05-07 11:33:00
"Mit dem skateboard eine treppe runtergefahren. In einem macdonalds einen burger gegessen. Leute waren dabei. Es war dunkel, die treppe auch.",1368328800000,2013-05-12 03:20:00
"Mit dubi gevögelt, ganz ölig.
Mit basil und drittier orgendwo in stadt, sempach oder so. Haben bank gesucht um basil buch zi kaufen, aber auch um uz essemn. Frsgte mehheee leute, frwauen, nach bank, bis es halb 12 nacht war und kein mehr offen hatte. Unterdessen poliuei mit lustigem kärri versucht straasse hoch zufahren, und abzusprinhen. Basil schlagt pihza mei , ario oder meier vor. Er kaife dann dem fettarsch meier ein tiramisu morgens im neuen
auch nach dubi gevögel von krane runtergelassen, un katze falllt rtunter.
Auf meiner ablage in livingstone im schlafzimmer lag ein gras blüte. Ich ertaunte mich und dachte dass sie sohl beim putzen hervorgekommen sein mjsset",1368415200000,2013-05-13 03:20:00
"bauernhof, feld, heu. Von hand oder trak. Vater meint eir wurden ychon nochbanf anlegen mussen

In hostel, die 3 nina franz. Waren da, dann kam j, unsie ginen. Eijer kam, ich musste ihn eibfuhten. Ich sagte es sei gut ihn hier zu haben er sagte u ar welbome. Zeigte um iaalless, dan er in zug davon um umgebung anzuschauen. Ich hatte mein mkrgenwssen gehabt es war schon elf uhr gewesen...chris manager.",1368504180000,2013-05-14 04:03:00
"In einer wohnung, wg oder so, mit mehreren personen gewohnt. Wir hatten keine wohnregeln. Eloise musste zu einem mieter treffen. Sie schaute kurz verlegen in meine richting, und war kurz oben ohne. Sie fragte mich ob ich mitkäme. Ich war mir nicht sicher, auch weil ich nicht sicher waf dass man oben ohne an ein mietertreffen ging. Ryan begrapschte ihren arsch, aber nicht so wie man es üblich macht, sondern so wie bei einer art kitzeln, oder glibberiges finger wackeln.  Von unten rechts, begrabschte er die rechte arschbacke.",1369151580000,2013-05-21 15:53:00
"Chris war dabei, als ein schwarzer phanter in unsere Nähe kam, aber nicht angriff. Ich versuchte ihm näher zu kommen, er hatte sogar Angst vor mir. Ich beruhigte ihn und streichelte ihn auf der stirn. Er fühlte sich mehr wie ein hund als einpanther an. Ich fragte ihn ob er krank sei, und s scheinte als ob er dies bejahen wollte. Ich sagte zu ihm noch dass er sich anfühle wie ein hund, und irgendwie transformierte sich der panther langsam richtung hund, ich aber wuch auf.",1369608960000,2013-05-26 22:56:00
"Verschiedene missgebildete oder zwergenhafte menschen verkauften etwas. Sie waren die einzigen die verkauften. Einer, klein, grosser kopf, mönchskutte, hatte heute für 3000 verkauft. Er musste nun nach Hause oder sowas.",1370128860000,2013-06-01 23:21:00
"Verschiedene handlungen, eine aber war ich und eine frau, eloise-antonia verschnitt, wir waren mit leuten unterwegs, und plötzlich war mir danach ihre hand zu ergreifen, ganz spontan, und ich wusste sie wollte es auch, ich wollte es sehr stark. Als ich ihre hand ergriff merkte ich dass es perfekt war und sie es auch gern hatte. Die hände passten perfekt ineinander, es fühlte sich super an. Es war auch nicht peinlich oder sowas. Ich hatte einfach eine superschöne, verspielte, , liebenswürdige frau an der hand. Es war keine sexulle erregung im spiel, sondern liebe.",1370215260000,2013-06-02 23:21:00
"In etwa gleicher traum wie gestern, aber mit raksha, und erregender, mehr frau mann denn wesen wesen.",1370301660000,2013-06-03 23:21:00
"Ich war an verschiedenen orten mit verschiedenen Leuten.  Einmal in einem grossen freiluft museum oder ausgrabungsstelle, wo indianische artefakte zu finden waren.  Unternanderem ein langer horn oder knochen dorn, ähnlich wie der hand dorn des kleinen kriegers aus dem traum von caromb. Ich dachte, nun hab ich doch noch so ein ding gefunden.
Dann warich mit einer frau und eloise an einem ort. Die Österreicher,  die in der iguana waren waren auch dort.  Eloise und die frau plagten mich, dann strich ich ihnen ketchup ins haar. Das ganze hatte aber ständig etwas freundschaftliches. Sie verschwand  dann um sich zu reinigen. In der zwischen zeit versuchte ich auf de ersten stock von aussen ein fenster zu montieren wenn ich nach links kukte sah ich liki, der österreichische,  nackt sich die hose anziehen. Er hatte ein brauner punkt gleich oberhalb der arschbacke. Wenn ich rechts kukte sah ich eloise mit offenen haren auf mich zukommen.",1370953440000,2013-06-11 12:24:00
"Ich konnte fabelhaft fliegen, ich konnte ohne grosses zutun rauf und runter fliegen, ich flog eine treppe rauf, und dachte dass ich nun schon so gut fliegen konnte dass ich ruhig mal versuchen konnte direkt von einer hohen mauer runter zu springen. Ich traf noch j.sie arbeitete in einem restaurant, sehr lange Schichten,  und vie, e tage nacheinander.",1371039780000,2013-06-12 12:23:00
"Ich und dani huber hatten einen streit bekommen, wegen der arbeit oder so. Auf alle fàlle ging er mit mir vor gericht. Er sass links von mir, ich stand gegnùber der richterin. Er tat sehr blòde, sein bruder war auch da. Dann begann er mich fertigzumachen, und wir begannenn zu kämpfen.
Ich verlor zunàchst, dann aber besann ich mich und nahm ihn in die mangel, ich drehte ihm elle und speiche vom unterarm so fest herum, dass er unbeweglich wurde. Er war in den kinien vor mir und weinte wS rum ich solle ihm nicht weh tun. Die richterin begrùstte meine handlung.
Ich liess ihn dann los. Ich war dan. In einem estrich wo ich orxnung machte, und da kam dani wieder, abef er getraute sich nicht nàher als eine tischbreite. Er fragte was jetzt zwischen uns sei. Ich sagte, ni htx, ùberleg mal was gLli marc o mit dir getan hàtte in dem gleichen falle. Andreas bestàtigte mich.",1371039780000,2013-06-12 12:23:00
"Ich besorgte es jacqueline mit dem finger. Ich war relagiv gut dRin, sie genoss es war aber auch nicht sonderlich beeindruckt.",1371039780000,2013-06-12 12:23:00
"Ich schwamm einem boot hinterher, einem fischerboot, einen kanal entlang, mehrmals.
Dann verlor ich das boot, und war in einer strasse mit hohen háusern, und flog die asphaltierte strasse entlang, an dessen ende eine t kreuzung, ich musste rechts gehen, denn die boote und der kanal waren indieser richtung.
Es war nun aber alles anders, ich dachte dass ich mir mehr oder besser merken müsse wo ich jeweils war, damit ich auch zurückfand.
Es waren auch leute unterwegs, die nicht besonders vertrauenswürdig waren.
Das fliegen ging an und für sich sehr gut.",1371123000000,2013-06-13 11:30:00
"Mit einer 20 jährigen frau über das alter diskutiert, sie hatte ein sehr hübsches Gesicht,  wie caroline, die vom la iguana,  sehr simetrisch und schön. Ich aber regte mich auf, dass alle so jung seien, und ich mich alt fühle oder so zwischen ihnen. Es waren aber auch ältere anwesend.
Wir sassen oder standen in einem kreis, sie war mir direkt gegenüber.",1371123000000,2013-06-13 11:30:00
"Ich war in japan in einer stadt, die aussah wie von gaudi entworfen. Die Dächer waren ganz geschwungen, die mauern ebenfalls.  Alles war sehr farbig, die gassen schmal und hoch. Es gab ein haupt platz. Ich war sehr erstaunt dass es hier auch solche gaudi sachen gab. Es war die ganze stadt, nicht nur ein paar Gebäude. Ich diskutierte mit jemandem über diese spezielle stadt, ich war in der stadt und laufte herum.
",1371219540000,2013-06-14 14:19:00
"Mit josephine und hamish schwarzer schlamm geschaufelt. Wir schaufelten mit der kleinen schaufel die wir in echt im hostel haben, und machten eine art formen, kuchen oder so, und liessen diese trocknen.
Josephine war eine sehr vernünftige person, mit jahrgang 1981, ich liebte sie auf eine weise wie man eine schwester liebte, und sie mich. 
Hamosh war auch ein cooler kerl.
",1371222360000,2013-06-14 15:06:00
"Ich war in einem gebäude das nach aussen offen war. Eine grosse party war im gange. Chris, gabe, eloise und viele andere waren da. 
Ich jonglierte mit einer kleinen metallkugel und einer etwa doppelt so grossen weissen löchrigen oder rauhen golfkugel, und ich warf die kleine metall kugel mit dem fuss, mit den zehen gab ich drall, und konnte sie sehr gerade werfen und tricks machdn. Es ging besser als mit den händen, ich konnte nicht jonglieren, weder mit einer hand noch mit zweien. Aber mit den füssen ging es gut. Eloise schaute mir zu, und bewunderte mich.
Gabe war irgendwie störend. 
Dann entdeckte ich eine schwarz gelbe viper zwischen mir und gabe, und anderen menschen, und die metallkugel entwischte mir. Ich wollte die viper filmen, denn sie begann sich gerade zu häuten, hinten am schwanz ende. Gabe aber schreite, und die viper flüchtete natürlich. Ich wurde böse, und rief aus und schlug gabe ins gesicht. Alle waren sehr pikiert darauf. Ich machte sie auf gabes dummheit aufmerksam, sie aber konnten es nicht verstehen. Alle schauten mich als extrem dumm und besoffen an. Ich war tasächlich ein bisschen besoffen. Aber die chance eine sich häutende viper zu sehen und filmen war einmalig. Und si hatte sie verpfuscht. Auch hatte sie die katze verscheucht.
Es gab ein riesen tumult, wo ich mit mehreren kerlen prügelte,  sie des kapitalismus beschuldigte und der grenzenlosen dummheit. Chris versuchte mich zu stoppen, und sagte dass er  ich ja verstehe, dass ich aber nicht agressiv sein dürfe. 
Ich verprügelte mehrere idioten, liess meine wut raus, schrie und tobte.
Dann war es der nächste morgen, und ich ging ins dorf zurück, dass in richtung quelle im vallone war. Gleich nach dem brunnen kam mir chris u d noch jemanden entgegen, wahrscheinlich eloise, die am abend zuvorsich mir abwandte wegen dem schlag gegen gabe.
Die katze kreuzte den weg von rechts nach links. Chris sagte erleichtert dass ich noch lebe und was denn gestern mit mir losgewesen sei. Ich erklärte erneut dass es einmalig sei eine viper beim häuten zuzuschauen, und dass diese doofe ängstliche gans gabe alles zerstört habe.
Und dass sie alle keine Chance gegen mich hätten,  denn ich hätte mein halbes leben NICHT gekifft und gesoffen, und nicht wie sie alle ihr halbes leben gekifft und gesoffen. Chris war auf meienr seite, aber ichmochte ihn trotzdem nicht. Und mich schiss es an dass eloisenun anvst vor mir hatte, alles nur wegen dieser gabe.",1371222360000,2013-06-14 15:06:00
"Mit eloise die mega fett war, nur der kopf war normal, und anderen leuten an einem ort gewesen. Eloise war mir verdächtig, einen mord begangen zu haben. 2 pinkerton Polizisten oder so suchten nach dem mörder, und ich gab ihnen nach einer weile der tipp, sich eloise besser anzuschauen. 
Eloise war so fett, der körper schien aufgekuollen zu sein, und ich hatte mühe zu verstehen wieso sie mir so gefiel. Dan kam mir in den sinn dass sie ja gar nicht dick war in Wirklichkeit. ",1371222360000,2013-06-14 15:06:00
"Mit eloise, die normal aussah, irgendwo gesessen,  am boden, sie links von mir, wir waren ineinander geschmeigt, und hielten uns jeweils eine hand ganz fest, wie beim beten, mit gekreuzten fingern. Es war warm und kuschelig, und geschmeidig. Wir mochten einander, wir hatten uns gern.",1371222360000,2013-06-14 15:06:00
"Ich hatte eine weiss gehütete oberlippe, wegen der sonne. Genau zwischen oberlippe und nase, war ein streifen weiss, so breit wie das maul.
Ich schaute meine kopfoberseite im spiegel an, und da waren zwei kahle stellen, so kahl wie gehäutet, und ich dachte es wird langsam zeit dass ich die restlichen haare runter schneide.
Ich wollte in einer riesigen badewanne, mehr ein pool, in einem raum, ein heisses Bad nehmen,  aber meine beiden frauen die ich hatte, die im vorraum sassen, hatten bereits alles Warmwasser gebraucht.",1371301560000,2013-06-15 13:06:00
"Durch ein keller voll mit muslimen geflùchtet. Es gab ein Erdbeben oder so. Basil war dabei. Wir waren derselbe weg gegangen als wir irgendwohin gingen,  und auf dem Rückweg mussten wir flüchten.  Ich fragte ein mann ob wir runter konnten,  und er sagte ja. Wir mussten eine breite rechtsdrehende treppe runter, dann gerade aus, dann links in ein gang. Ich grüßte alle auf arabisch. Sie grüßten zurück. ",1371386700000,2013-06-16 12:45:00
"Ich baute etwas wie eine sandburg, es war eine art brucke5, ca ein halber meter lang, und 30 cm breit, aber sie brach ständig ein. Ich versuchte es mehrmals, bis es 9 minuten nach migtag war, und wir essen gehen mussten. 
Vorher hatte der mann zu der frau gesagt was es für ein Vergnügen sei mir zuzuschauen es sei wie wenn ich meditieren würde.  Ich war ganz staubig und wollte duschen gehen, aber die frau sagte sie seien für 2 eingeladen, an einem ort mit dusche, ich solle da duschen, den rest bezahlen sie dann schon.
Jemand baute weiter hogerabwärts noch eine art unterstand, mit 4 bambus Säulen,  ca 2 meter hoh, jede mit einem unserer namen.",1371386700000,2013-06-16 12:45:00
Ich hatte lsd intus und beschrieb dem silvi wie es wirkte und weshalb ich so begeistert war davon. Ich schaute an die decke und sah ein regenbogenfarbigen fleck. Ich erklärte gleichzeotig dass man auf lsd sich einfach alles was man wollte bildlich vorstellen konnte. Silvi war damit einverstanden dass dies eine gute eigenschaft war. Wir sassen in einem getäferten raum.,1371484080000,2013-06-17 15:48:00
"Ich verleihte jacquelines stereoanlage an eine frau die ein oder 2 stockwerke über unserm wohnte. Jaqcueline aber hatte gar keine freude daran, flippte aus und gorderte mich auf die anlage zurück zuholen. Ich ging also rauf und demontierte sie wieder. ",1371484080000,2013-06-17 15:48:00
"Ich war an einer küste mit einer frau, und esther und carlo. Da sahen wir eine riesige tsunami welle daher kommen, sie war so hoh, dass sie bereits weit draussen zu überschlagen begann. Ich wusste dass es viel zu spät war um rauszuschwimmen um auf die welle und dann dahinter zu kommen. Alsso rief ich die frau, und verabschiedete mich von esther und carlo. Sie sahen, und ich sah ein, dass es sinnlos sei sie mitzunehmen, denn sie warwn zu alt um so schnelll zu springen. Ich sagte ihnen jeweils ich liebe dich und kniff oder drückte ihren arm jeweils. Sie sassen links von mir und schauten der welle entgegen. Dan sprangen wir so schnell es ging richtung land, in der hoffnung auf ein genug hoher berg zu kommen.  Da waren wir plötzlich auf der epic, die sich so schnell es ging vom hafen entfernte, um der welle entgegenzufahren. Es war unsere einzige chance davonzukommen.",1371484080000,2013-06-17 15:48:00
"Ich schaute 2 frauen zu die sich gegenseitig befriedigten. Die eine war irgendwie sauer oder pikiert, so leckte die andere ihre mushi um ihr ein orgasmus zu bescheren. Ich schaute aus der nähe zu, sie hatten nix dagegen. als die frau ihren orgasmus hatte, konnte ich sogar die hormonausschüttung riechen.",1371484080000,2013-06-17 15:48:00
"Mit stefan basil und 2 fremden versuchten wir in ein zug einzusteigen. Es wurde aber überall dafür geworben keine drogen mit rein zu nehmen, dass sie einen verhaften würden. Die beiden fremden hatten gras dabei, und nach hin und her musste ich basil wieder aus dem bereits fahrenden zug pfeifen. Er sprang im letzten moment noch raus, er hatte soviel gepäck auf den schu, tern dass er fast umfiel. Er hatte meine schuhe an.",1371484080000,2013-06-17 15:48:00
"Mit j in einer Hängematte direkt bei einem extremen abgrund geschaukelt. Es war eine art nische in einer felswand, mit rundgeschliffenen fels stücken. Ich bekam plötzlich extreme Höhen angst, mir wurde übel und musste aus der Hängematte raus, um mich auf den fels zu legen und mich zu halten und nicht in den abgrund zu schauen. J machte es offenbar nix aus, und sie lachte nur und schaukelte weiter.",1371509580000,2013-06-17 22:53:00
